ID, name, year, director, writers, actors 
000881, Not Another Teen Movie, 2001, Joel Gallen, Mike Bender; Adam Jay Epstein, Chyler Leigh; Jaime Pressly; Chris Evans
000882, The Others, 2001, Alejandro Amenábar, Alejandro Amenábar, Nicole Kidman; Christopher Eccleston; Fionnula Flanagan
000883, Labyrinth, 1986, Jim Henson, Dennis Lee; Jim Henson, David Bowie; Jennifer Connelly; Toby Froud
000884, Mr. &amp; Mrs. Smith, 2005, Doug Liman, Simon Kinberg, Brad Pitt; Angelina Jolie; Adam Brody
000885, Die Hard, 1988, John McTiernan, Roderick Thorp; Jeb Stuart, Bruce Willis; Alan Rickman; Bonnie Bedelia
000886, The Little Prince, 2015, Mark Osborne, Irena Brignull; Bob Persichetti, Marion Cotillard; Rachel McAdams; Benicio Del Toro
000887, White Chicks, 2004, Keenen Ivory Wayans, Keenen Ivory Wayans; Shawn Wayans, Marlon Wayans; Shawn Wayans; Busy Philipps
000888, The Bourne Ultimatum, 2007, Paul Greengrass, Tony Gilroy; Scott Z. Burns, Matt Damon; Édgar Ramírez; Joan Allen
000889, A.I. Artificial Intelligence, 2001, Steven Spielberg, Brian Aldiss; Ian Watson, Haley Joel Osment; Jude Law; Frances O'Connor
000890, The Fast and the Furious: Tokyo Drift, 2006, Justin Lin, Chris Morgan, Lucas Black; Zachery Ty Bryan; Shad Moss
000891, Fast &amp; Furious, 2009, Justin Lin, Chris Morgan; Gary Scott Thompson, Vin Diesel; Paul Walker; Michelle Rodriguez
000892, R.L. Stine's Monsterville: The Cabinet of Souls, 2015, Peter DeLuise, Dan Angel; Billy Brown, Dove Cameron; Katherine McNamara; Ryan McCartan
000893, The Little Rascals, 1994, Penelope Spheeris, Penelope Spheeris; Robert Wolterstorff, Travis Tedford; Bug Hall; Brittany Ashton Holmes
000894, The Punisher, 2004, Jonathan Hensleigh, Jonathan Hensleigh; Michael France, Thomas Jane; John Travolta; Samantha Mathis
000895, Predator, 1987, John McTiernan, Jim Thomas; John Thomas, Arnold Schwarzenegger; Carl Weathers; Kevin Peter Hall
000896, Beyond the Mask, 2015, Chad Burns, Paul McCusker, Andrew Cheney; John Rhys-Davies; Kara Killmer
000897, Casino, 1995, Martin Scorsese, Nicholas Pileggi; Nicholas Pileggi, Robert De Niro; Sharon Stone; Joe Pesci
000898, Katti Batti, 2015, Nikhil Advani, Nikhil Advani; Anshul Singhal, Imran Khan; Kangana Ranaut; Vivan Bhatena
000899, The Thing, 1982, John Carpenter, Bill Lancaster; John W. Campbell Jr., Kurt Russell; Wilford Brimley; Keith David
000900, Willy Wonka &amp; the Chocolate Factory, 1971, Mel Stuart, Roald Dahl; Roald Dahl, Gene Wilder; Jack Albertson; Peter Ostrum
000901, Hairspray, 2007, Adam Shankman, Leslie Dixon; John Waters, John Travolta; Queen Latifah; Nikki Blonsky
000902, The Gamechangers, 2015, Owen Harris, James Wood, Daniel Radcliffe; Bill Paxton; Joe Dempsie
000903, Out of the Furnace, 2013, Scott Cooper, Brad Ingelsby; Scott Cooper, Christian Bale; Casey Affleck; Zoe Saldana
000904, Safe Haven(I), 2013, Lasse Hallström, Dana Stevens; Gage Lansky, Julianne Hough; Josh Duhamel; Cobie Smulders
000905, Flight(I), 2012, Robert Zemeckis, John Gatins, Denzel Washington; Nadine Velazquez; Don Cheadle
000906, Pretty in Pink, 1986, Howard Deutch, John Hughes, Molly Ringwald; Jon Cryer; Harry Dean Stanton
000907, Never Let Me Go, 2010, Mark Romanek, Kazuo Ishiguro; Alex Garland, Keira Knightley; Carey Mulligan; Andrew Garfield
000908, A Walk Among the Tombstones, 2014, Scott Frank, Scott Frank; Lawrence Block, Liam Neeson; Dan Stevens; David Harbour
000909, In Bruges, 2008, Martin McDonagh, Martin McDonagh, Colin Farrell; Brendan Gleeson; Ciarán Hinds
000910, Moulin Rouge!, 2001, Baz Luhrmann, Baz Luhrmann; Craig Pearce, Nicole Kidman; Ewan McGregor; John Leguizamo
000911, Underworld, 2003, Len Wiseman, Kevin Grevioux; Len Wiseman, Kate Beckinsale; Scott Speedman; Shane Brolly
000912, Muck(I), 2015, Steve Wolsh, Steve Wolsh, Lachlan Buchanan; Puja Mohindra; Bryce Draper
000913, Beowulf, 2007, Robert Zemeckis, Neil Gaiman; Roger Avary, Ray Winstone; Crispin Glover; Angelina Jolie
000914, The Pacifier, 2005, Adam Shankman, Thomas Lennon; Robert Ben Garant, Vin Diesel; Brittany Snow; Max Thieriot
000915, Jersey Boys, 2014, Clint Eastwood, Marshall Brickman; Rick Elice, John Lloyd Young; Erich Bergen; Michael Lomenda
000916, The Stanford Prison Experiment, 2015, Kyle Patrick Alvarez, Tim Talbott, Ezra Miller; Tye Sheridan; Billy Crudup
000917, Hail, Caesar!, 2016, Ethan Coen; Joel Coen, Ethan Coen; Joel Coen, Scarlett Johansson; Channing Tatum; Josh Brolin
000918, Billy Madison, 1995, Tamra Davis, Tim Herlihy; Adam Sandler, Adam Sandler; Darren McGavin; Bridgette Wilson-Sampras
000919, The Jungle Book, 1967, Wolfgang Reitherman, Larry Clemmons; Ralph Wright, Phil Harris; Sebastian Cabot; Louis Prima
000920, Bridge to Terabithia, 2007, Gabor Csupo, Jeff Stockwell; David Paterson, Josh Hutcherson; AnnaSophia Robb; Zooey Deschanel
000921, Girl, Interrupted, 1999, James Mangold, Susanna Kaysen; James Mangold, Winona Ryder; Angelina Jolie; Clea DuVall
000922, EuroTrip, 2004, Jeff Schaffer; Alec Berg, Alec Berg; David Mandel, Scott Mechlowicz; Jacob Pitts; Michelle Trachtenberg
000923, While We're Young, 2014, Noah Baumbach, Noah Baumbach, Ben Stiller; Naomi Watts; Adam Driver
000924, Tarzan, 2016, David Yates, Edgar Rice Burroughs; Stuart Beattie, Margot Robbie; Ella Purnell; Alexander Skarsgård
000925, Hulk, 2003, Ang Lee, Stan Lee; Jack Kirby, Eric Bana; Jennifer Connelly; Sam Elliott
000926, The League of Extraordinary Gentlemen, 2003, Stephen Norrington, Alan Moore; Kevin O'Neill, Sean Connery; Stuart Townsend; Peta Wilson
000927, Evil Dead, 2013, Fede Alvarez, Fede Alvarez; Rodo Sayagues, Jane Levy; Shiloh Fernandez; Jessica Lucas
000928, Erin Brockovich, 2000, Steven Soderbergh, Susannah Grant, Julia Roberts; Albert Finney; David Brisbin
000929, Brooklyn, 2015, John Crowley, Nick Hornby; Nick Hornby, Saoirse Ronan; Domhnall Gleeson; Michael Zegen
000930, Wild Card, 2015, Simon West, William Goldman; William Goldman, Jason Statham; Michael Angarano; Dominik García-Lorido
000931, The Hungover Games, 2014, Josh Stolberg, Kyle Barnett Anderson; Kyle Barnett Anderson, Ross Nathan; Sam Pancake; Ben Begley
000932, Jumanji, 1995, Joe Johnston, Jonathan Hensleigh; Greg Taylor, Robin Williams; Kirsten Dunst; Bonnie Hunt
000933, Rudderless, 2014, William H. Macy, Casey Twenter; Jeff Robison, Billy Crudup; Anton Yelchin; Felicity Huffman
000934, The Bank Job, 2008, Roger Donaldson, Dick Clement; Ian La Frenais, Jason Statham; Saffron Burrows; Stephen Campbell Moore
000935, Creep(I), 2014, Patrick Brice, Patrick Brice; Mark Duplass, Patrick Brice; Mark Duplass
000936, A Knight's Tale, 2001, Brian Helgeland, Brian Helgeland, Heath Ledger; Mark Addy; Rufus Sewell
000937, Daredevil, 2003, Mark Steven Johnson, Mark Steven Johnson, Ben Affleck; Jennifer Garner; Colin Farrell
000938, Dawn of the Dead, 2004, Zack Snyder, George A. Romero; James Gunn, Sarah Polley; Ving Rhames; Mekhi Phifer
000939, The Incredibles 2, 2019, Brad Bird, Brad Bird, 
000940, Testament of Youth, 2014, James Kent, Vera Brittain; Juliette Towhidi, Alicia Vikander; Kit Harington; Taron Egerton
000941, The 40-Year-Old Virgin, 2005, Judd Apatow, Judd Apatow; Steve Carell, Steve Carell; Catherine Keener; Paul Rudd
000942, Casablanca, 1942, Michael Curtiz, Julius J. Epstein; Philip G. Epstein, Humphrey Bogart; Ingrid Bergman; Paul Henreid
000943, Camp X-Ray, 2014, Peter Sattler, Peter Sattler, Kristen Stewart; Peyman Moaadi; Lane Garrison
000944, John Tucker Must Die, 2006, Betty Thomas, Jeff Lowell, Jesse Metcalfe; Ashanti; Arielle Kebbel
000945, Step Up, 2006, Anne Fletcher, Duane Adler; Melissa Rosenberg, Channing Tatum; Jenna Dewan Tatum; Damaine Radcliff
000946, War Pigs, 2015, Ryan Little, Adam Emerson; Andrew Kightlinger, Luke Goss; Dolph Lundgren; Chuck Liddell
000947, Face/Off, 1997, John Woo, Mike Werb; Michael Colleary, John Travolta; Nicolas Cage; Joan Allen
000948, The Quick and the Dead, 1995, Sam Raimi, Simon Moore, Sharon Stone; Gene Hackman; Russell Crowe
000949, WALL·E, 2008, Andrew Stanton, Andrew Stanton; Pete Docter, Ben Burtt; Elissa Knight; Jeff Garlin
000950, RocknRolla, 2008, Guy Ritchie, Guy Ritchie, Gerard Butler; Tom Wilkinson; Idris Elba
000951, The Croods, 2013, Kirk De Micco; Chris Sanders, Chris Sanders; Kirk De Micco, Nicolas Cage; Ryan Reynolds; Emma Stone
000952, Olympus Has Fallen, 2013, Antoine Fuqua, Creighton Rothenberger; Katrin Benedikt, Gerard Butler; Aaron Eckhart; Morgan Freeman
000953, Scream 4, 2011, Wes Craven, Kevin Williamson, Neve Campbell; Courteney Cox; David Arquette
000954, Philomena, 2013, Stephen Frears, Steve Coogan; Jeff Pope, Judi Dench; Steve Coogan; Sophie Kennedy Clark
000955, American Reunion, 2012, Jon Hurwitz; Hayden Schlossberg, Jon Hurwitz; Hayden Schlossberg, Jason Biggs; Alyson Hannigan; Seann William Scott
000956, The Pursuit of Happyness, 2006, Gabriele Muccino, Steve Conrad, Will Smith; Thandie Newton; Jaden Smith
000957, 127 Hours, 2010, Danny Boyle, Danny Boyle; Simon Beaufoy, James Franco; Amber Tamblyn; Kate Mara
000958, Ocean's Thirteen, 2007, Steven Soderbergh, Brian Koppelman; David Levien, George Clooney; Brad Pitt; Matt Damon
000959, L.A. Confidential, 1997, Curtis Hanson, James Ellroy; Brian Helgeland, Kevin Spacey; Russell Crowe; Guy Pearce
000960, Shrek, 2001, Andrew Adamson; Vicky Jenson, William Steig; Ted Elliott, Mike Myers; Eddie Murphy; Cameron Diaz
000961, I'll See You in My Dreams, 2015, Brett Haley, Marc Basch; Brett Haley, Blythe Danner; Martin Starr; Sam Elliott
000962, Good Kill, 2014, Andrew Niccol, Andrew Niccol, Ethan Hawke; January Jones; Zoë Kravitz
000963, Gone with the Wind, 1939, Victor Fleming; George Cukor, Margaret Mitchell; Sidney Howard, Clark Gable; Vivien Leigh; Thomas Mitchell
000964, 8 Mile, 2002, Curtis Hanson, Scott Silver, Eminem; Brittany Murphy; Kim Basinger
000965, From Prada to Nada, 2011, Angel Gracia, Fina Torres; Luis Alfaro, Camilla Belle; Alexa PenaVega; Kuno Becker
000966, Escape Plan, 2013, Mikael Håfström, Miles Chapman; Jason Keller, Sylvester Stallone; Arnold Schwarzenegger; 50 Cent
000967, Big Stone Gap, 2014, Adriana Trigiani, Adriana Trigiani, Ashley Judd; Patrick Wilson; Whoopi Goldberg
000968, True Romance, 1993, Tony Scott, Quentin Tarantino, Christian Slater; Patricia Arquette; Dennis Hopper
000969, Legally Blonde, 2001, Robert Luketic, Amanda Brown; Karen McCullah, Reese Witherspoon; Luke Wilson; Selma Blair
000970, The Devil's Advocate, 1997, Taylor Hackford, Andrew Neiderman; Jonathan Lemkin, Keanu Reeves; Al Pacino; Charlize Theron
000971, Secret in Their Eyes, 2015, Billy Ray, Billy Ray; Juan José Campanella, Chiwetel Ejiofor; Nicole Kidman; Julia Roberts
000972, Paul, 2011, Greg Mottola, Simon Pegg; Nick Frost, Simon Pegg; Nick Frost; Seth Rogen
000973, Mama(I), 2013, Andrés Muschietti, Andrés Muschietti; Barbara Muschietti, Jessica Chastain; Nikolaj Coster-Waldau; Megan Charpentier
000974, Slumdog Millionaire, 2008, Danny Boyle; Loveleen Tandan, Simon Beaufoy; Vikas Swarup, Dev Patel; Freida Pinto; Saurabh Shukla
000975, Zoolander, 2001, Ben Stiller, Drake Sather; Ben Stiller, Ben Stiller; Owen Wilson; Christine Taylor
000976, Cabin Fever, 2002, Eli Roth, Eli Roth; Randy Pearlstein, Jordan Ladd; Rider Strong; James DeBello
000977, Serena(I), 2014, Susanne Bier, Christopher Kyle; Ron Rash, Bradley Cooper; Jennifer Lawrence; Sean Harris
000978, O Brother, Where Art Thou?, 2000, Joel Coen; Ethan Coen, Homer; Ethan Coen, George Clooney; John Turturro; Tim Blake Nelson
000979, Max(I), 2015, Boaz Yakin, Boaz Yakin; Sheldon Lettich, Thomas Haden Church; Josh Wiggins; Luke Kleintank
000980, Scary Movie, 2000, Keenen Ivory Wayans, Shawn Wayans; Marlon Wayans, Anna Faris; Jon Abrahams; Marlon Wayans
000981, A Good Year, 2006, Ridley Scott, Marc Klein; Peter Mayle, Russell Crowe; Abbie Cornish; Albert Finney
000982, Saving Mr. Banks, 2013, John Lee Hancock, Kelly Marcel; Sue Smith, Emma Thompson; Tom Hanks; Annie Rose Buckley
000983, The Lost Boys, 1987, Joel Schumacher, Jan Fischer; James Jeremias, Jason Patric; Corey Haim; Dianne Wiest
000984, Riddick, 2013, David Twohy, David Twohy; Jim Wheat, Vin Diesel; Karl Urban; Katee Sackhoff
000985, Mad Max: The Wasteland, , George Miller, George Miller, Tom Hardy; Charlize Theron
000986, Tinker Tailor Soldier Spy, 2011, Tomas Alfredson, Bridget O'Connor; Peter Straughan, Gary Oldman; Colin Firth; Tom Hardy
000987, The Second Best Exotic Marigold Hotel, 2015, John Madden, John Madden; Ol Parker, Judi Dench; Maggie Smith; Bill Nighy
000988, I Am Legend, 2007, Francis Lawrence, Mark Protosevich; Akiva Goldsman, Will Smith; Alice Braga; Charlie Tahan
000989, Friends with Benefits, 2011, Will Gluck, Keith Merryman; David A. Newman, Mila Kunis; Justin Timberlake; Patricia Clarkson
000990, Beaches, 1988, Garry Marshall, Iris Rainer; Mary Agnes Donoghue, Bette Midler; Barbara Hershey; John Heard
000991, School of Rock, 2003, Richard Linklater, Mike White, Jack Black; Mike White; Joan Cusack
000992, The Place Beyond the Pines, 2012, Derek Cianfrance, Derek Cianfrance; Ben Coccio, Ryan Gosling; Bradley Cooper; Eva Mendes
000993, Lincoln, 2012, Steven Spielberg, Tony Kushner; Doris Kearns Goodwin, Daniel Day-Lewis; Sally Field; David Strathairn
000994, Lemony Snicket's A Series of Unfortunate Events, 2004, Brad Silberling, Robert Gordon; Daniel Handler, Jim Carrey; Jude Law; Meryl Streep
000995, Charlie's Angels, 2000, McG, Ryan Rowe; Ed Solomon, Cameron Diaz; Drew Barrymore; Lucy Liu
000996, Black or White, 2014, Mike Binder, Mike Binder, Kevin Costner; Octavia Spencer; Gillian Jacobs
000997, Carrie, 1976, Brian De Palma, Stephen King; Lawrence D. Cohen, Sissy Spacek; Piper Laurie; Amy Irving
000998, The Blue Lagoon, 1980, Randal Kleiser, Henry De Vere Stacpoole; Douglas Day Stewart, Brooke Shields; Christopher Atkins; Leo McKern
000999, The Aviator, 2004, Martin Scorsese, John Logan, Leonardo DiCaprio; Cate Blanchett; Kate Beckinsale
001000, Danny Collins, 2015, Dan Fogelman, Dan Fogelman, Al Pacino; Annette Bening; Jennifer Garner
001001, Contagion, 2011, Steven Soderbergh, Scott Z. Burns, Matt Damon; Kate Winslet; Jude Law
001002, Prince of Persia: The Sands of Time, 2010, Mike Newell, Boaz Yakin; Doug Miro, Jake Gyllenhaal; Gemma Arterton; Ben Kingsley
001003, Platoon, 1986, Oliver Stone, Oliver Stone, Charlie Sheen; Tom Berenger; Willem Dafoe
001004, Oldboy, 2013, Spike Lee, Garon Tsuchiya; Nobuaki Minegishi, Josh Brolin; Elizabeth Olsen; Samuel L. Jackson
001005, How to Train Your Dragon, 2010, Dean DeBlois; Chris Sanders, William Davies; Dean DeBlois, Jay Baruchel; Gerard Butler; Christopher Mintz-Plasse
001006, One Day, 2011, Lone Scherfig, David Nicholls; David Nicholls, Anne Hathaway; Jim Sturgess; Patricia Clarkson
001007, Miss Peregrine's Home for Peculiar Children, 2016, Tim Burton, Jane Goldman; Ransom Riggs, Ella Purnell; Eva Green; Kim Dickens
001008, The November Man, 2014, Roger Donaldson, Michael Finch; Karl Gajdusek, Pierce Brosnan; Luke Bracey; Olga Kurylenko
001009, Sunshine, 2007, Danny Boyle, Alex Garland, Cillian Murphy; Rose Byrne; Chris Evans
001010, American Graffiti, 1973, George Lucas, George Lucas; Gloria Katz, Richard Dreyfuss; Ron Howard; Paul Le Mat
001011, Idiocracy, 2006, Mike Judge, Mike Judge; Mike Judge, Luke Wilson; Maya Rudolph; Dax Shepard
001012, Fantastic Beasts and Where to Find Them, 2016, David Yates, J.K. Rowling, Ezra Miller; Ron Perlman; Eddie Redmayne
001013, Parenthood, 1989, Ron Howard, Lowell Ganz; Babaloo Mandel, Steve Martin; Mary Steenburgen; Dianne Wiest
001014, Step Brothers, 2008, Adam McKay, Will Ferrell; Adam McKay, Will Ferrell; John C. Reilly; Mary Steenburgen
001015, Corpse Bride, 2005, Tim Burton; Mike Johnson, Tim Burton; Carlos Grangel, Johnny Depp; Helena Bonham Carter; Emily Watson
001016, Signs, 2002, M. Night Shyamalan, M. Night Shyamalan, Mel Gibson; Joaquin Phoenix; Rory Culkin
001017, A Little Chaos, 2014, Alan Rickman, Jeremy Brock; Alison Deegan, Kate Winslet; Alan Rickman; Stanley Tucci
001018, Slow West, 2015, John Maclean, John Maclean, Kodi Smit-McPhee; Michael Fassbender; Ben Mendelsohn
001019, Basic Instinct, 1992, Paul Verhoeven, Joe Eszterhas, Michael Douglas; Sharon Stone; George Dzundza
001020, Gangster Squad, 2013, Ruben Fleischer, Will Beall; Paul Lieberman, Sean Penn; Ryan Gosling; Emma Stone
001021, 13 Hours: The Secret Soldiers of Benghazi, 2016, Michael Bay, Chuck Hogan; Mitchell Zuckoff, John Krasinski; Pablo Schreiber; James Badge Dale
001022, Spy Kids, 2001, Robert Rodriguez, Robert Rodriguez, Alexa PenaVega; Daryl Sabara; Antonio Banderas
001023, Skin Trade, 2014, Ekachai Uekrongtham, Steven Elder; Gabriel Dowrick, Dolph Lundgren; Tony Jaa; Ron Perlman
001024, Penguins of Madagascar, 2014, Eric Darnell; Simon J. Smith, Michael Colton; John Aboud, Tom McGrath; Chris Miller; Christopher Knights
001025, Man Down(I), 2015, Dito Montiel, Adam G. Simon, Kate Mara; Jai Courtney; Shia LaBeouf
001026, Blood Diamond, 2006, Edward Zwick, Charles Leavitt; Charles Leavitt, Leonardo DiCaprio; Djimon Hounsou; Jennifer Connelly
001027, Red Dawn, 2012, Dan Bradley, Carl Ellsworth; Jeremy Passmore, Chris Hemsworth; Isabel Lucas; Josh Hutcherson
001028, Vampire Academy, 2014, Mark Waters, Richelle Mead; Daniel Waters, Zoey Deutch; Lucy Fry; Danila Kozlovsky
001029, Percy Jackson: Sea of Monsters, 2013, Thor Freudenthal, Marc Guggenheim; Rick Riordan, Logan Lerman; Alexandra Daddario; Brandon T. Jackson
001030, Knocked Up, 2007, Judd Apatow, Judd Apatow, Seth Rogen; Katherine Heigl; Paul Rudd
001031, Tremors, 1990, Ron Underwood, S.S. Wilson; Brent Maddock, Kevin Bacon; Fred Ward; Finn Carter
001032, Movie 43, 2013, Elizabeth Banks; Steven Brill, Rocky Russo; Jeremy Sosenko, Emma Stone; Stephen Merchant; Richard Gere
001033, The Day After Tomorrow, 2004, Roland Emmerich, Roland Emmerich; Roland Emmerich, Dennis Quaid; Jake Gyllenhaal; Emmy Rossum
001034, Tammy, 2014, Ben Falcone, Melissa McCarthy; Ben Falcone, Melissa McCarthy; Susan Sarandon; Kathy Bates
001035, The Rock, 1996, Michael Bay, David Weisberg; Douglas Cook, Sean Connery; Nicolas Cage; Ed Harris
001036, Super 8, 2011, J.J. Abrams, J.J. Abrams, Elle Fanning; AJ Michalka; Kyle Chandler
001037, Dog Day Afternoon, 1975, Sidney Lumet, Frank Pierson; P.F. Kluge, Al Pacino; John Cazale; Penelope Allen
001038, The Vow, 2012, Michael Sucsy, Jason Katims; Abby Kohn, Rachel McAdams; Channing Tatum; Sam Neill
001039, The King's Speech, 2010, Tom Hooper, David Seidler, Colin Firth; Geoffrey Rush; Helena Bonham Carter
001040, The Last Airbender, 2010, M. Night Shyamalan, M. Night Shyamalan, Noah Ringer; Nicola Peltz; Jackson Rathbone
001041, Love the Coopers, 2015, Jessie Nelson, Steven Rogers, Olivia Wilde; Amanda Seyfried; Marisa Tomei
001042, The Evil Dead, 1981, Sam Raimi, Sam Raimi, Bruce Campbell; Ellen Sandweiss; Richard DeManincor
001043, The Count of Monte Cristo, 2002, Kevin Reynolds, Alexandre Dumas père; Jay Wolpert, Jim Caviezel; Guy Pearce; Richard Harris
001044, Unforgiven, 1992, Clint Eastwood, David Webb Peoples, Clint Eastwood; Gene Hackman; Morgan Freeman
001045, G.I. Joe: The Rise of Cobra, 2009, Stephen Sommers, Stuart Beattie; David Elliot, Dennis Quaid; Channing Tatum; Marlon Wayans
001046, Shooter(I), 2007, Antoine Fuqua, Jonathan Lemkin; Stephen Hunter, Mark Wahlberg; Michael Peña; Rhona Mitra
001047, Caddyshack, 1980, Harold Ramis, Brian Doyle-Murray; Harold Ramis, Chevy Chase; Rodney Dangerfield; Bill Murray
001048, Sherlock Holmes: A Game of Shadows, 2011, Guy Ritchie, Michele Mulroney; Kieran Mulroney, Robert Downey Jr.; Jude Law; Jared Harris
001049, The Butler(I), 2013, Lee Daniels, Danny Strong; Wil Haygood, Forest Whitaker; Oprah Winfrey; John Cusack
001050, Mamma Mia!, 2008, Phyllida Lloyd, Catherine Johnson; Catherine Johnson, Meryl Streep; Pierce Brosnan; Amanda Seyfried
001051, The Woods(II), 2015, Corin Hardy, Corin Hardy; Felipe Marino, Joseph Mawle; Bojana Novakovic; Michael McElhatton
001052, Two Night Stand, 2014, Max Nichols, Mark Hammer, Miles Teller; Analeigh Tipton; Jessica Szohr
001053, She's the Man, 2006, Andy Fickman, Ewan Leslie; Karen McCullah, Amanda Bynes; Laura Ramsey; Channing Tatum
